WKT,address_id,source_dataset,change_id,full_address_number,full_road_name,full_address,territorial_authority,unit_type,unit_value,level_type,level_value,address_number_prefix,address_number,address_number_suffix,address_number_high,road_name_prefix,road_name,road_type_name,road_suffix,water_name,water_body_name,suburb_locality,town_city,address_class,address_lifecycle,gd2000_xcoord,gd2000_ycoord,road_name_ascii,water_name_ascii,water_body_name_ascii,suburb_locality_ascii,town_city_ascii,full_road_name_ascii,full_address_ascii,shape_X,shape_Y
POINT (1257909.6040169 5005186.9169456),1307,AIMS,1403,30,Huff Street,"30 Huff Street, Queenstown",Queenstown-Lakes District,,,,,,30,,,,Huff,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6577685,-45.02415977,Huff,,,Queenstown,Queenstown,Huff Street,"30 Huff Street, Queenstown",1257909.604,5005186.917
POINT (1258015.49441511 5005115.93302082),1308,AIMS,1404,30,Fryer Street,"30 Fryer Street, Queenstown",Queenstown-Lakes District,,,,,,30,,,,Fryer,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6590605,-45.02484797,Fryer,,,Queenstown,Queenstown,Fryer Street,"30 Fryer Street, Queenstown",1258015.494,5005115.933
POINT (1258179.12904377 5005894.18011927),1309,AIMS,3170569,30,Industrial Place,"30 Industrial Place, Queenstown",Queenstown-Lakes District,,,,,,30,,,,Industrial,Place,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6616602,-45.01794123,Industrial,,,Queenstown,Queenstown,Industrial Place,"30 Industrial Place, Queenstown",1258179.129,5005894.18
POINT (1258093.13050789 5005446.97748253),1310,AIMS,1406,30,Sawmill Road,"30 Sawmill Road, Queenstown",Queenstown-Lakes District,,,,,,30,,,,Sawmill,Road,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6602681,-45.02191392,Sawmill,,,Queenstown,Queenstown,Sawmill Road,"30 Sawmill Road, Queenstown",1258093.131,5005446.977
POINT (1258085.49792977 5005661.92438451),1311,AIMS,3170602,31,Bowen Street,"31 Bowen Street, Queenstown",Queenstown-Lakes District,,,,,,31,,,,Bowen,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6603175,-45.01998087,Bowen,,,Queenstown,Queenstown,Bowen Street,"31 Bowen Street, Queenstown",1258085.498,5005661.924
POINT (1258156.43408464 5005925.07358911),1313,AIMS,3170548,31,Industrial Place,"31 Industrial Place, Queenstown",Queenstown-Lakes District,,,,,,31,,,,Industrial,Place,,,,Queenstown,Queenstown,Thoroughfare,Current,168.661394,-45.017653,Industrial,,,Queenstown,Queenstown,Industrial Place,"31 Industrial Place, Queenstown",1258156.434,5005925.074
POINT (1258005.07928727 5005127.07528143),1314,AIMS,1410,32,Fryer Street,"32 Fryer Street, Queenstown",Queenstown-Lakes District,,,,,,32,,,,Fryer,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6589362,-45.02474293,Fryer,,,Queenstown,Queenstown,Fryer Street,"32 Fryer Street, Queenstown",1258005.079,5005127.075
POINT (1258087.96962395 5005420.85384388),1315,AIMS,1411,32,Sawmill Road,"32 Sawmill Road, Queenstown",Queenstown-Lakes District,,,,,,32,,,,Sawmill,Road,,,,Queenstown,Queenstown,Thoroughfare,Current,168.660185,-45.02214592,Sawmill,,,Queenstown,Queenstown,Sawmill Road,"32 Sawmill Road, Queenstown",1258087.97,5005420.854
POINT (1258081.92830956 5005509.47374039),1316,AIMS,1558740,33A,Sawmill Road,"33A Sawmill Road, Queenstown",Queenstown-Lakes District,,,,,,33,A,,,Sawmill,Road,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6601687,-45.02134755,Sawmill,,,Queenstown,Queenstown,Sawmill Road,"33A Sawmill Road, Queenstown",1258081.928,5005509.474
POINT (1258070.80791442 5005511.47256002),1317,AIMS,1558741,33B,Sawmill Road,"33B Sawmill Road, Queenstown",Queenstown-Lakes District,,,,,,33,B,,,Sawmill,Road,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6600294,-45.02132425,Sawmill,,,Queenstown,Queenstown,Sawmill Road,"33B Sawmill Road, Queenstown",1258070.808,5005511.473
POINT (1258076.02319965 5005675.87464687),1318,AIMS,3170603,33,Bowen Street,"33 Bowen Street, Queenstown",Queenstown-Lakes District,,,,,,33,,,,Bowen,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6602071,-45.01985108,Bowen,,,Queenstown,Queenstown,Bowen Street,"33 Bowen Street, Queenstown",1258076.023,5005675.875
POINT (1257949.58570716 5005324.97480622),1319,AIMS,1413,33,Huff Street,"33 Huff Street, Queenstown",Queenstown-Lakes District,,,,,,33,,,,Huff,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6583684,-45.02293983,Huff,,,Queenstown,Queenstown,Huff Street,"33 Huff Street, Queenstown",1257949.586,5005324.975
POINT (1258144.64208394 5005917.39054115),1320,AIMS,3170570,33,Industrial Place,"33 Industrial Place, Queenstown",Queenstown-Lakes District,,,,,,33,,,,Industrial,Place,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6612395,-45.01771628,Industrial,,,Queenstown,Queenstown,Industrial Place,"33 Industrial Place, Queenstown",1258144.642,5005917.391
POINT (1258040.5791069 5005631.70749696),1321,AIMS,3170604,34,Bowen Street,"34 Bowen Street, Queenstown",Queenstown-Lakes District,,,,,,34,,,,Bowen,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6597285,-45.02023045,Bowen,,,Queenstown,Queenstown,Bowen Street,"34 Bowen Street, Queenstown",1258040.579,5005631.707
POINT (1258071.18700297 5005476.96208385),1323,AIMS,1558742,35A,Sawmill Road,"35A Sawmill Road, Queenstown",Queenstown-Lakes District,,,,,,35,A,,,Sawmill,Road,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6600107,-45.0216342,Sawmill,,,Queenstown,Queenstown,Sawmill Road,"35A Sawmill Road, Queenstown",1258071.187,5005476.962
POINT (1258079.95808822 5005476.77750619),1324,AIMS,1558743,35B,Sawmill Road,"35B Sawmill Road, Queenstown",Queenstown-Lakes District,,,,,,35,B,,,Sawmill,Road,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6601216,-45.02164008,Sawmill,,,Queenstown,Queenstown,Sawmill Road,"35B Sawmill Road, Queenstown",1258079.958,5005476.778
POINT (1258060.80582944 5005667.66398881),1325,AIMS,3170605,35,Bowen Street,"35 Bowen Street, Queenstown",Queenstown-Lakes District,,,,,,35,,,,Bowen,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6600089,-45.01991745,Bowen,,,Queenstown,Queenstown,Bowen Street,"35 Bowen Street, Queenstown",1258060.806,5005667.664
POINT (1258039.04647042 5005647.32813715),1327,AIMS,3170606,36,Bowen Street,"36 Bowen Street, Queenstown",Queenstown-Lakes District,,,,,,36,,,,Bowen,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6597197,-45.0200895,Bowen,,,Queenstown,Queenstown,Bowen Street,"36 Bowen Street, Queenstown",1258039.046,5005647.328
POINT (1257967.49083704 5005191.7101907),1328,AIMS,1420,36,Fryer Street,"36 Fryer Street, Queenstown",Queenstown-Lakes District,,,,,,36,,,,Fryer,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6585044,-45.02414465,Fryer,,,Queenstown,Queenstown,Fryer Street,"36 Fryer Street, Queenstown",1257967.491,5005191.71
POINT (1258042.24906013 5005689.57134599),1329,AIMS,3170607,37,Bowen Street,"37 Bowen Street, Queenstown",Queenstown-Lakes District,,,,,,37,,,,Bowen,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6597889,-45.01971187,Bowen,,,Queenstown,Queenstown,Bowen Street,"37 Bowen Street, Queenstown",1258042.249,5005689.571
POINT (1258132.4624131 5005910.13414233),1331,AIMS,3170571,37,Industrial Place,"37 Industrial Place, Queenstown",Queenstown-Lakes District,,,,,,37,,,,Industrial,Place,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6610805,-45.01777555,Industrial,,,Queenstown,Queenstown,Industrial Place,"37 Industrial Place, Queenstown",1258132.462,5005910.134
POINT (1258060.39263797 5005509.65821778),1332,AIMS,1424,37,Sawmill Road,"37 Sawmill Road, Queenstown",Queenstown-Lakes District,,,,,,37,,,,Sawmill,Road,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6598963,-45.02133552,Sawmill,,,Queenstown,Queenstown,Sawmill Road,"37 Sawmill Road, Queenstown",1258060.393,5005509.658
POINT (1258039.2025291 5005667.3564879),1333,AIMS,3170594,38,Bowen Street,"38 Bowen Street, Queenstown",Queenstown-Lakes District,,,,,,38,,,,Bowen,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6597353,-45.0199098,Bowen,,,Queenstown,Queenstown,Bowen Street,"38 Bowen Street, Queenstown",1258039.203,5005667.356
POINT (1257967.73415431 5005213.12102657),1334,AIMS,1426,38,Fryer Street,"38 Fryer Street, Queenstown",Queenstown-Lakes District,,,,,,38,,,,Fryer,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6585221,-45.02395258,Fryer,,,Queenstown,Queenstown,Fryer Street,"38 Fryer Street, Queenstown",1257967.734,5005213.121
POINT (1258053.53280131 5005476.49892183),1336,AIMS,1428,39,Sawmill Road,"39 Sawmill Road, Queenstown",Queenstown-Lakes District,,,,,,39,,,,Sawmill,Road,,,,Queenstown,Queenstown,Thoroughfare,Current,168.659787,-45.02162985,Sawmill,,,Queenstown,Queenstown,Sawmill Road,"39 Sawmill Road, Queenstown",1258053.533,5005476.499
POINT (1257883.58940863 5005126.94853041),1337,AIMS,1429,3,Reavers Lane,"3 Reavers Lane, Queenstown",Queenstown-Lakes District,,,,,,3,,,,Reavers,Lane,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6573985,-45.0246855,Reavers,,,Queenstown,Queenstown,Reavers Lane,"3 Reavers Lane, Queenstown",1257883.589,5005126.949
POINT (1258178.8799399 5005525.64010734),1338,AIMS,1430,3,Johnson Place,"3 Johnson Place, Queenstown",Queenstown-Lakes District,,,,,,3,,,,Johnson,Place,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6614068,-45.02124915,Johnson,,,Queenstown,Queenstown,Johnson Place,"3 Johnson Place, Queenstown",1258178.88,5005525.64
POINT (1258205.52688921 5005486.08516277),1340,AIMS,1432,3,Sawmill Road,"3 Sawmill Road, Queenstown",Queenstown-Lakes District,,,,,,3,,,,Sawmill,Road,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6617171,-45.02161703,Sawmill,,,Queenstown,Queenstown,Sawmill Road,"3 Sawmill Road, Queenstown",1258205.527,5005486.085
POINT (1258252.53747059 5005919.85812051),1341,AIMS,3170549,3,Industrial Place,"3 Industrial Place, Queenstown",Queenstown-Lakes District,,,,,,3,,,,Industrial,Place,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6626067,-45.0177461,Industrial,,,Queenstown,Queenstown,Industrial Place,"3 Industrial Place, Queenstown",1258252.537,5005919.858
POINT (1258120.37460226 5005890.24718397),1344,AIMS,3170573,41,Industrial Place,"41 Industrial Place, Queenstown",Queenstown-Lakes District,,,,,,41,,,,Industrial,Place,,,,Queenstown,Queenstown,Thoroughfare,Current,168.660914,-45.01794823,Industrial,,,Queenstown,Queenstown,Industrial Place,"41 Industrial Place, Queenstown",1258120.375,5005890.247
POINT (1257913.14240843 5005225.82132665),1345,AIMS,1437,42,Huff Street,"42 Huff Street, Queenstown",Queenstown-Lakes District,,,,,,42,,,,Huff,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6578397,-45.02381227,Huff,,,Queenstown,Queenstown,Huff Street,"42 Huff Street, Queenstown",1257913.142,5005225.821
POINT (1258253.45134153 5005128.58419004),1347,AIMS,1439,43,Gorge Road,"43 Gorge Road, Queenstown",Queenstown-Lakes District,,,,,,43,,,,Gorge,Road,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6620809,-45.02484907,Gorge,,,Queenstown,Queenstown,Gorge Road,"43 Gorge Road, Queenstown",1258253.451,5005128.584
POINT (1257914.13887459 5005247.18164919),1349,AIMS,1441,44,Huff Street,"44 Huff Street, Queenstown",Queenstown-Lakes District,,,,,,44,,,,Huff,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6578669,-45.02362102,Huff,,,Queenstown,Queenstown,Huff Street,"44 Huff Street, Queenstown",1257914.139,5005247.182
POINT (1258265.57514323 5005232.85484398),1351,AIMS,1443,47,Gorge Road,"47 Gorge Road, Queenstown",Queenstown-Lakes District,,,,,,47,,,,Gorge,Road,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6623052,-45.02391897,Gorge,,,Queenstown,Queenstown,Gorge Road,"47 Gorge Road, Queenstown",1258265.575,5005232.855
POINT (1258127.9984721 5005850.42152552),1352,AIMS,3170550,47,Industrial Place,"47 Industrial Place, Queenstown",Queenstown-Lakes District,,,,,,47,,,,Industrial,Place,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6609834,-45.01830938,Industrial,,,Queenstown,Queenstown,Industrial Place,"47 Industrial Place, Queenstown",1258127.998,5005850.422
POINT (1257921.66545467 5005262.26765701),1353,AIMS,1445,48,Huff Street,"48 Huff Street, Queenstown",Queenstown-Lakes District,,,,,,48,,,,Huff,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6579724,-45.02348923,Huff,,,Queenstown,Queenstown,Huff Street,"48 Huff Street, Queenstown",1257921.665,5005262.268
POINT (1258170.17518241 5005852.87438317),1354,AIMS,3170574,48,Industrial Place,"48 Industrial Place, Queenstown",Queenstown-Lakes District,,,,,,48,,,,Industrial,Place,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6615188,-45.01830768,Industrial,,,Queenstown,Queenstown,Industrial Place,"48 Industrial Place, Queenstown",1258170.175,5005852.874
POINT (1258048.68854877 5005573.81904724),1355,AIMS,3170595,4,Kiely Lane,"4 Kiely Lane, Queenstown",Queenstown-Lakes District,,,,,,4,,,,Kiely,Lane,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6597918,-45.02075397,Kiely,,,Queenstown,Queenstown,Kiely Lane,"4 Kiely Lane, Queenstown",1258048.689,5005573.819
POINT (1258162.52131708 5005524.86057357),1357,AIMS,1449,4,Johnson Place,"4 Johnson Place, Queenstown",Queenstown-Lakes District,,,,,,4,,,,Johnson,Place,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6611992,-45.02124827,Johnson,,,Queenstown,Queenstown,Johnson Place,"4 Johnson Place, Queenstown",1258162.521,5005524.861
POINT (1258269.31654444 5005868.28732),1359,AIMS,3170575,4,Industrial Place,"4 Industrial Place, Queenstown",Queenstown-Lakes District,,,,,,4,,,,Industrial,Place,,,,Queenstown,Queenstown,Thoroughfare,Current,168.662784,-45.01821708,Industrial,,,Queenstown,Queenstown,Industrial Place,"4 Industrial Place, Queenstown",1258269.317,5005868.287
POINT (1258202.77544541 5005832.51863688),1360,AIMS,3170576,4,Industrial Lane,"4 Industrial Lane, Queenstown",Queenstown-Lakes District,,,,,,4,,,,Industrial,Lane,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6619176,-45.0185061,Industrial,,,Queenstown,Queenstown,Industrial Lane,"4 Industrial Lane, Queenstown",1258202.775,5005832.519
POINT (1257924.80546407 5005279.39261978),1361,AIMS,1453,50,Huff Street,"50 Huff Street, Queenstown",Queenstown-Lakes District,,,,,,50,,,,Huff,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6580238,-45.02333703,Huff,,,Queenstown,Queenstown,Huff Street,"50 Huff Street, Queenstown",1257924.805,5005279.393
POINT (1258142.00901591 5005828.71369624),1363,AIMS,3170551,51,Industrial Place,"51 Industrial Place, Queenstown",Queenstown-Lakes District,,,,,,51,,,,Industrial,Place,,,,Queenstown,Queenstown,Thoroughfare,Current,168.661146,-45.01851098,Industrial,,,Queenstown,Queenstown,Industrial Place,"51 Industrial Place, Queenstown",1258142.009,5005828.714
POINT (1257928.62223354 5005295.12233388),1364,AIMS,1456,52,Huff Street,"52 Huff Street, Queenstown",Queenstown-Lakes District,,,,,,52,,,,Huff,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6580828,-45.02319768,Huff,,,Queenstown,Queenstown,Huff Street,"52 Huff Street, Queenstown",1257928.622,5005295.122
POINT (1258148.20579311 5005814.22534155),1365,AIMS,3170552,53,Industrial Place,"53 Industrial Place, Queenstown",Queenstown-Lakes District,,,,,,53,,,,Industrial,Place,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6612146,-45.01864402,Industrial,,,Queenstown,Queenstown,Industrial Place,"53 Industrial Place, Queenstown",1258148.206,5005814.225
POINT (1257935.47211152 5005315.11104319),1366,AIMS,1458,54,Huff Street,"54 Huff Street, Queenstown",Queenstown-Lakes District,,,,,,54,,,,Huff,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6581831,-45.02302157,Huff,,,Queenstown,Queenstown,Huff Street,"54 Huff Street, Queenstown",1257935.472,5005315.111
POINT (1257946.1961645 5005341.37769719),1369,AIMS,1461,56,Huff Street,"56 Huff Street, Queenstown",Queenstown-Lakes District,,,,,,56,,,,Huff,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6583366,-45.02279097,Huff,,,Queenstown,Queenstown,Huff Street,"56 Huff Street, Queenstown",1257946.196,5005341.378
POINT (1258152.07275634 5005798.53687927),1370,AIMS,3170553,57,Industrial Place,"57 Industrial Place, Queenstown",Queenstown-Lakes District,,,,,,57,,,,Industrial,Place,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6612528,-45.0187867,Industrial,,,Queenstown,Queenstown,Industrial Place,"57 Industrial Place, Queenstown",1258152.073,5005798.537
POINT (1258153.90805969 5005789.22144005),1374,AIMS,3170554,59,Industrial Place,"59 Industrial Place, Queenstown",Queenstown-Lakes District,,,,,,59,,,,Industrial,Place,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6612697,-45.0188712,Industrial,,,Queenstown,Queenstown,Industrial Place,"59 Industrial Place, Queenstown",1258153.908,5005789.221
POINT (1258026.4533951 5005601.00827316),1375,AIMS,3170596,5,Kiely Lane,"5 Kiely Lane, Queenstown",Queenstown-Lakes District,,,,,,5,,,,Kiely,Lane,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6595288,-45.0204992,Kiely,,,Queenstown,Queenstown,Kiely Lane,"5 Kiely Lane, Queenstown",1258026.453,5005601.008
POINT (1257883.73282347 5005146.04602665),1376,AIMS,1466,5,Reavers Lane,"5 Reavers Lane, Queenstown",Queenstown-Lakes District,,,,,,5,,,,Reavers,Lane,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6574133,-45.02451415,Reavers,,,Queenstown,Queenstown,Reavers Lane,"5 Reavers Lane, Queenstown",1257883.733,5005146.046
POINT (1257940.41687127 5005169.32809907),1377,AIMS,1467,5,Huff Street,"5 Huff Street, Queenstown",Queenstown-Lakes District,,,,,,5,,,,Huff,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6581465,-45.0243325,Huff,,,Queenstown,Queenstown,Huff Street,"5 Huff Street, Queenstown",1257940.417,5005169.328
POINT (1258149.21358061 5005523.49832507),1378,AIMS,1468,5,Johnson Place,"5 Johnson Place, Queenstown",Queenstown-Lakes District,,,,,,5,,,,Johnson,Place,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6610298,-45.02125408,Johnson,,,Queenstown,Queenstown,Johnson Place,"5 Johnson Place, Queenstown",1258149.214,5005523.498
POINT (1258240.14737667 5005930.53836699),1380,AIMS,3170577,5,Industrial Place,"5 Industrial Place, Queenstown",Queenstown-Lakes District,,,,,,5,,,,Industrial,Place,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6624571,-45.01764427,Industrial,,,Queenstown,Queenstown,Industrial Place,"5 Industrial Place, Queenstown",1258240.147,5005930.538
POINT (1258157.5636687 5005778.15803509),1382,AIMS,3170555,61,Industrial Place,"61 Industrial Place, Queenstown",Queenstown-Lakes District,,,,,,61,,,,Industrial,Place,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6613085,-45.01897227,Industrial,,,Queenstown,Queenstown,Industrial Place,"61 Industrial Place, Queenstown",1258157.564,5005778.158
POINT (1258206.68812124 5005788.90462335),1384,AIMS,3170578,62,Industrial Place,"62 Industrial Place, Queenstown",Queenstown-Lakes District,,,,,,62,,,,Industrial,Place,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6619375,-45.01889947,Industrial,,,Queenstown,Queenstown,Industrial Place,"62 Industrial Place, Queenstown",1258206.688,5005788.905
POINT (1258164.32184554 5005768.17653184),1385,AIMS,3170556,65,Industrial Place,"65 Industrial Place, Queenstown",Queenstown-Lakes District,,,,,,65,,,,Industrial,Place,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6613872,-45.01906512,Industrial,,,Queenstown,Queenstown,Industrial Place,"65 Industrial Place, Queenstown",1258164.322,5005768.177
POINT (1258173.11094595 5005761.25816986),1388,AIMS,3170557,67,Industrial Place,"67 Industrial Place, Queenstown",Queenstown-Lakes District,,,,,,67,,,,Industrial,Place,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6614938,-45.01913145,Industrial,,,Queenstown,Queenstown,Industrial Place,"67 Industrial Place, Queenstown",1258173.111,5005761.258
POINT (1258132.6022508 5005526.05294956),1393,AIMS,1480,6,Johnson Place,"6 Johnson Place, Queenstown",Queenstown-Lakes District,,,,,,6,,,,Johnson,Place,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6608213,-45.02122315,Johnson,,,Queenstown,Queenstown,Johnson Place,"6 Johnson Place, Queenstown",1258132.602,5005526.053
POINT (1258259.97075805 5005873.84834404),1395,AIMS,3170579,6,Industrial Place,"6 Industrial Place, Queenstown",Queenstown-Lakes District,,,,,,6,,,,Industrial,Place,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6626695,-45.01816267,Industrial,,,Queenstown,Queenstown,Industrial Place,"6 Industrial Place, Queenstown",1258259.971,5005873.848
POINT (1258197.69030933 5005766.67880255),1396,AIMS,3170580,70,Industrial Place,"70 Industrial Place, Queenstown",Queenstown-Lakes District,,,,,,70,,,,Industrial,Place,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6618085,-45.01909463,Industrial,,,Queenstown,Queenstown,Industrial Place,"70 Industrial Place, Queenstown",1258197.69,5005766.679
POINT (1258185.33507873 5005759.68043442),1397,AIMS,3170558,71,Industrial Place,"71 Industrial Place, Queenstown",Queenstown-Lakes District,,,,,,71,,,,Industrial,Place,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6616474,-45.0191515,Industrial,,,Queenstown,Queenstown,Industrial Place,"71 Industrial Place, Queenstown",1258185.335,5005759.68
POINT (1258025.24926812 5005581.41940815),1399,AIMS,3170597,7,Kiely Lane,"7 Kiely Lane, Queenstown",Queenstown-Lakes District,,,,,,7,,,,Kiely,Lane,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6595003,-45.02067445,Kiely,,,Queenstown,Queenstown,Kiely Lane,"7 Kiely Lane, Queenstown",1258025.249,5005581.419
POINT (1257857.62967191 5005152.09879055),1400,AIMS,1487,7,Reavers Lane,"7 Reavers Lane, Queenstown",Queenstown-Lakes District,,,,,,7,,,,Reavers,Lane,,,,Queenstown,Queenstown,Thoroughfare,Current,168.657087,-45.02444723,Reavers,,,Queenstown,Queenstown,Reavers Lane,"7 Reavers Lane, Queenstown",1257857.63,5005152.099
POINT (1258134.86103042 5005513.23976418),1401,AIMS,1488,7,Johnson Place,"7 Johnson Place, Queenstown",Queenstown-Lakes District,,,,,,7,,,,Johnson,Place,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6608412,-45.02133925,Johnson,,,Queenstown,Queenstown,Johnson Place,"7 Johnson Place, Queenstown",1258134.861,5005513.24
POINT (1258229.74855784 5005935.98903073),1403,AIMS,3170581,7,Industrial Place,"7 Industrial Place, Queenstown",Queenstown-Lakes District,,,,,,7,,,,Industrial,Place,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6623292,-45.01759033,Industrial,,,Queenstown,Queenstown,Industrial Place,"7 Industrial Place, Queenstown",1258229.749,5005935.989
POINT (1960818.53236871 5788224.5640282),1940310,AIMS,6794935,4,Harry Court,"4 Harry Court, Ōhope",Whakatane District,,,,,,4,,,,Harry,Court,,,,Ōhope,Ōhope,Thoroughfare,Current,177.1078057,-37.98190847,Harry,,,Ohope,Ohope,Harry Court,"4 Harry Court, Ohope",1960818.532,5788224.564
POINT (1257866.05861817 5005138.05368951),1408,AIMS,1495,8,Reavers Lane,"8 Reavers Lane, Queenstown",Queenstown-Lakes District,,,,,,8,,,,Reavers,Lane,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6571841,-45.02457737,Reavers,,,Queenstown,Queenstown,Reavers Lane,"8 Reavers Lane, Queenstown",1257866.059,5005138.054
POINT (1258241.05710613 5005885.18127837),1411,AIMS,3170559,8,Industrial Place,"8 Industrial Place, Queenstown",Queenstown-Lakes District,,,,,,8,,,,Industrial,Place,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6624378,-45.01805183,Industrial,,,Queenstown,Queenstown,Industrial Place,"8 Industrial Place, Queenstown",1258241.057,5005885.181
POINT (1258214.18028119 5005843.80712509),1412,AIMS,3170560,8,Industrial Lane,"8 Industrial Lane, Queenstown",Queenstown-Lakes District,,,,,,8,,,,Industrial,Lane,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6620696,-45.01841027,Industrial,,,Queenstown,Queenstown,Industrial Lane,"8 Industrial Lane, Queenstown",1258214.18,5005843.807
POINT (1257846.81125622 5005138.55893638),1415,AIMS,1501,9,Reavers Lane,"9 Reavers Lane, Queenstown",Queenstown-Lakes District,,,,,,9,,,,Reavers,Lane,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6569409,-45.02456355,Reavers,,,Queenstown,Queenstown,Reavers Lane,"9 Reavers Lane, Queenstown",1257846.811,5005138.559
POINT (1258230.14454767 5005954.11210447),1416,AIMS,3170582,9,Industrial Place,"9 Industrial Place, Queenstown",Queenstown-Lakes District,,,,,,9,,,,Industrial,Place,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6623465,-45.01742785,Industrial,,,Queenstown,Queenstown,Industrial Place,"9 Industrial Place, Queenstown",1258230.145,5005954.112
POINT (1258282.48041251 5004902.7425197),1417,AIMS,3170761,100,Hallenstein Street,"100 Hallenstein Street, Queenstown",Queenstown-Lakes District,,,,,,100,,,,Hallenstein,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6622949,-45.02689022,Hallenstein,,,Queenstown,Queenstown,Hallenstein Street,"100 Hallenstein Street, Queenstown",1258282.48,5004902.743
POINT (1258278.63513776 5004918.28177818),1418,AIMS,1504,102,Hallenstein Street,"102 Hallenstein Street, Queenstown",Queenstown-Lakes District,,,,,,102,,,,Hallenstein,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6622568,-45.02674888,Hallenstein,,,Queenstown,Queenstown,Hallenstein Street,"102 Hallenstein Street, Queenstown",1258278.635,5004918.282
POINT (1258282.34316083 5004932.46424607),1419,AIMS,1505,104,Hallenstein Street,"104 Hallenstein Street, Queenstown",Queenstown-Lakes District,,,,,,104,,,,Hallenstein,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6623134,-45.02662337,Hallenstein,,,Queenstown,Queenstown,Hallenstein Street,"104 Hallenstein Street, Queenstown",1258282.343,5004932.464
POINT (1258311.13096324 5004951.07472821),1420,AIMS,1506,107,Hallenstein Street,"107 Hallenstein Street, Queenstown",Queenstown-Lakes District,,,,,,107,,,,Hallenstein,Street,,,,Queenstown,Queenstown,Thoroughfare,Current,168.6626904,-45.02647018,Hallenstein,,,Queenstown,Queenstown,Hallenstein Street,"107 Hallenstein Street, Queenstown",1258311.131,5004951.075
